order_id,customer_id,product_id,category,sub_category,region,shipping_mode,order_date,ship_date,quantity,sales,discount,profit,shipping_duration,order_year,order_month,order_quarter,profit_margin,is_high_value
ORD-40959,CUST-0279,PROD-0144,Office Supplies,Storage,South,Standard Class,2023-10-14,2023-10-19,10,332.66,0.1,138.05,5,2023,10,4,0.4149882763181627,0
ORD-68955,CUST-0267,PROD-0026,Furniture,Furnishings,West,Same Day,2023-05-08,2023-05-14,5,1323.4,0.0,500.58,6,2023,5,2,0.37825298473628527,1
ORD-81260,CUST-0120,PROD-0077,Office Supplies,Paper,South,Second Class,2023-04-06,2023-04-12,7,663.75,0.2,210.12,6,2023,4,2,0.31656497175141246,0
ORD-64136,CUST-0158,PROD-0071,Technology,Machines,West,First Class,2023-12-17,2023-12-24,3,1147.21,0.3,61.8,7,2023,12,4,0.053869823310466254,1
ORD-63276,CUST-0123,PROD-0114,Office Supplies,Art,North,Same Day,2023-08-16,2023-08-23,5,423.49,0.3,105.61,7,2023,8,3,0.24938015065290797,0
ORD-60878,CUST-0270,PROD-0115,Office Supplies,Paper,East,Second Class,2023-07-16,2023-07-23,10,341.5,0.3,39.28,7,2023,7,3,0.11502196193265007,0
ORD-53903,CUST-0128,PROD-0024,Furniture,Bookcases,West,Same Day,2023-06-09,2023-06-15,3,310.06,0.1,154.08,6,2023,6,2,0.49693607688834424,0
ORD-30001,CUST-0321,PROD-0097,Office Supplies,Paper,West,Second Class,2023-10-29,2023-11-02,7,639.08,0.3,179.48,4,2023,10,4,0.28084120923828,0
ORD-25956,CUST-0339,PROD-0138,Technology,Accessories,South,First Class,2023-12-07,2023-12-14,3,414.11,0.3,63.28,7,2023,12,4,0.15280963995073774,0
ORD-34345,CUST-0463,PROD-0014,Technology,Copiers,South,First Class,2023-09-06,2023-09-12,9,1164.84,0.0,356.0,6,2023,9,3,0.3056213728924144,1
ORD-98537,CUST-0365,PROD-0017,Technology,Copiers,West,Second Class,2023-12-28,2024-01-02,6,753.74,0.0,440.61,5,2023,12,4,0.5845649693528272,0
ORD-44799,CUST-0404,PROD-0085,Furniture,Furnishings,East,Same Day,2023-12-06,2023-12-10,6,1242.0,0.2,309.6,4,2023,12,4,0.2492753623188406,1
ORD-83612,CUST-0347,PROD-0001,Technology,Machines,East,Standard Class,2023-03-09,2023-03-13,8,984.45,0.1,303.46,4,2023,3,1,0.308253339428107,0
ORD-88860,CUST-0136,PROD-0055,Furniture,Tables,South,Same Day,2023-01-19,2023-01-22,7,178.91,0.2,52.5,3,2023,1,1,0.2934436308758594,0
ORD-42939,CUST-0410,PROD-0065,Technology,Phones,North,Second Class,2023-03-19,2023-03-20,9,658.31,0.1,239.12,1,2023,3,1,0.3632331272500798,0
ORD-23074,CUST-0444,PROD-0095,Technology,Phones,South,Second Class,2023-02-12,2023-02-18,10,157.18,0.3,30.76,6,2023,2,1,0.19569919837129407,0
ORD-96166,CUST-0012,PROD-0088,Furniture,Bookcases,North,First Class,2023-04-25,2023-04-28,9,492.87,0.3,134.91,3,2023,4,2,0.2737232941749346,0
ORD-44486,CUST-0097,PROD-0048,Technology,Copiers,West,Same Day,2023-12-30,2024-01-01,3,1284.23,0.5,-99.29,2,2023,12,4,-0.07731481120983003,1
ORD-16241,CUST-0400,PROD-0072,Technology,Accessories,South,Standard Class,2023-01-01,2023-01-05,1,1381.74,0.5,-193.61,4,2023,1,1,-0.14012042786631349,1
ORD-90688,CUST-0497,PROD-0020,Office Supplies,Storage,North,Standard Class,2023-07-06,2023-07-08,3,912.65,0.3,200.62,2,2023,7,3,0.2198213992220457,0
ORD-70178,CUST-0461,PROD-0168,Furniture,Furnishings,East,Standard Class,2023-06-20,2023-06-27,3,720.16,0.5,33.09,7,2023,6,2,0.04594812263941347,0
ORD-90795,CUST-0318,PROD-0110,Technology,Phones,East,First Class,2023-06-12,2023-06-17,4,86.23,0.0,35.5,5,2023,6,2,0.41168966716919864,0
ORD-72801,CUST-0375,PROD-0190,Office Supplies,Art,North,First Class,2023-01-21,2023-01-25,2,36.04,0.0,11.92,4,2023,1,1,0.33074361820199777,0
ORD-28341,CUST-0056,PROD-0103,Office Supplies,Storage,East,Second Class,2023-04-13,2023-04-20,8,183.14,0.2,60.11,7,2023,4,2,0.32821884896800263,0
ORD-30315,CUST-0023,PROD-0073,Technology,Phones,South,Same Day,2023-05-25,2023-05-27,2,285.83,0.2,79.07,2,2023,5,2,0.27663296364972184,0
ORD-62185,CUST-0439,PROD-0012,Technology,Accessories,South,Same Day,2023-02-14,2023-02-18,6,522.83,0.0,248.05,4,2023,2,1,0.47443719755943614,0
ORD-29076,CUST-0129,PROD-0117,Furniture,Bookcases,East,First Class,2023-08-04,2023-08-08,3,1343.49,0.5,36.83,4,2023,8,3,0.027413676320627616,1
ORD-92451,CUST-0457,PROD-0122,Office Supplies,Paper,South,Same Day,2023-06-10,2023-06-11,1,31.4,0.1,7.19,1,2023,6,2,0.22898089171974526,0
ORD-99808,CUST-0473,PROD-0112,Office Supplies,Storage,North,Same Day,2023-10-24,2023-10-25,6,704.29,0.0,259.33,1,2023,10,4,0.3682147978815545,0
ORD-33308,CUST-0043,PROD-0179,Office Supplies,Paper,West,Same Day,2023-12-19,2023-12-24,4,1219.09,0.0,597.97,5,2023,12,4,0.49050521290470767,1
ORD-34592,CUST-0295,PROD-0059,Office Supplies,Binders,North,Second Class,2023-05-20,2023-05-25,5,1106.43,0.5,4.53,5,2023,5,2,0.004094249071337545,0
ORD-20734,CUST-0446,PROD-0108,Furniture,Furnishings,North,Same Day,2023-10-25,2023-10-28,4,235.01,0.0,91.21,3,2023,10,4,0.3881111442066295,0
ORD-39779,CUST-0017,PROD-0038,Furniture,Tables,West,Second Class,2023-07-31,2023-08-06,9,1180.5,0.5,-210.9,6,2023,7,3,-0.17865311308767473,1
ORD-53374,CUST-0379,PROD-0029,Office Supplies,Paper,South,Standard Class,2023-06-05,2023-06-06,2,498.03,0.1,167.68,1,2023,6,2,0.3366865449872498,0
ORD-14296,CUST-0399,PROD-0081,Technology,Phones,South,First Class,2023-05-26,2023-05-30,6,1090.64,0.0,333.57,4,2023,5,2,0.30584794249248143,0
ORD-36618,CUST-0392,PROD-0061,Technology,Machines,West,Second Class,2023-12-25,2023-12-28,4,708.88,0.0,424.71,3,2023,12,4,0.5991282022345108,0
ORD-80812,CUST-0461,PROD-0073,Technology,Copiers,East,First Class,2023-08-19,2023-08-23,1,966.89,0.0,552.32,4,2023,8,3,0.5712335425953314,0
ORD-70610,CUST-0006,PROD-0192,Furniture,Furnishings,North,Standard Class,2023-04-05,2023-04-08,10,271.03,0.5,-40.76,3,2023,4,2,-0.15038925580194076,0
ORD-39356,CUST-0442,PROD-0055,Office Supplies,Storage,North,Same Day,2023-11-25,2023-12-02,9,573.69,0.3,153.44,7,2023,11,4,0.2674615210305217,0
ORD-59622,CUST-0310,PROD-0114,Furniture,Chairs,East,Standard Class,2023-09-10,2023-09-16,4,1452.45,0.3,331.6,6,2023,9,3,0.2283039003063789,1
ORD-19068,CUST-0030,PROD-0176,Furniture,Bookcases,North,Same Day,2023-11-07,2023-11-14,9,300.02,0.5,-28.54,7,2023,11,4,-0.09512699153389774,0
ORD-73979,CUST-0302,PROD-0055,Furniture,Bookcases,West,Standard Class,2023-09-23,2023-09-28,5,1089.57,0.0,527.67,5,2023,9,3,0.4842919683912002,0
ORD-92507,CUST-0152,PROD-0091,Technology,Machines,South,Second Class,2023-08-28,2023-08-29,8,1281.69,0.2,180.08,1,2023,8,3,0.14050199346175754,1
ORD-10879,CUST-0296,PROD-0067,Furniture,Tables,North,Same Day,2023-10-03,2023-10-09,6,649.56,0.5,-118.57,6,2023,10,4,-0.1825389494426997,0
ORD-33892,CUST-0231,PROD-0029,Office Supplies,Binders,West,Standard Class,2023-03-07,2023-03-14,7,1185.7,0.0,668.28,7,2023,3,1,0.5636164291136038,1
ORD-67161,CUST-0263,PROD-0006,Office Supplies,Paper,North,First Class,2023-08-12,2023-08-19,1,889.7,0.0,376.46,7,2023,8,3,0.4231313926042486,0
ORD-84943,CUST-0002,PROD-0143,Technology,Copiers,North,Standard Class,2023-04-11,2023-04-13,8,1041.64,0.5,51.64,2,2023,4,2,0.04957566913712991,0
ORD-13161,CUST-0177,PROD-0172,Office Supplies,Storage,West,Same Day,2023-09-11,2023-09-18,1,145.25,0.5,-11.13,7,2023,9,3,-0.07662650602409639,0
ORD-27580,CUST-0358,PROD-0099,Office Supplies,Binders,North,Standard Class,2023-10-16,2023-10-19,7,978.27,0.5,-78.23,3,2023,10,4,-0.07996769807926238,0
ORD-62590,CUST-0157,PROD-0112,Technology,Copiers,West,First Class,2023-11-22,2023-11-25,10,555.79,0.5,-77.5,3,2023,11,4,-0.13944115583223882,0
ORD-99895,CUST-0058,PROD-0152,Technology,Accessories,North,Second Class,2023-03-03,2023-03-05,6,613.88,0.5,-92.19,2,2023,3,1,-0.15017593014921482,0
ORD-96887,CUST-0236,PROD-0073,Office Supplies,Binders,East,Standard Class,2023-01-25,2023-01-29,6,176.64,0.2,31.07,4,2023,1,1,0.17589447463768118,0
ORD-78805,CUST-0214,PROD-0164,Furniture,Tables,East,Standard Class,2023-10-10,2023-10-12,2,745.3,0.2,239.51,2,2023,10,4,0.3213605259626996,0
ORD-68887,CUST-0484,PROD-0073,Furniture,Furnishings,South,Second Class,2023-11-11,2023-11-16,6,988.82,0.1,430.29,5,2023,11,4,0.43515503327198074,0
ORD-40827,CUST-0191,PROD-0099,Office Supplies,Storage,North,First Class,2023-06-29,2023-07-01,1,1266.68,0.3,303.95,2,2023,6,2,0.23995800044210058,1
ORD-59802,CUST-0457,PROD-0066,Furniture,Chairs,South,Same Day,2023-09-09,2023-09-10,10,151.79,0.2,16.9,1,2023,9,3,0.11133803280848541,0
ORD-85392,CUST-0097,PROD-0054,Furniture,Tables,North,First Class,2023-11-18,2023-11-19,4,1151.69,0.2,268.29,1,2023,11,4,0.23295331208919068,1
ORD-15191,CUST-0165,PROD-0165,Furniture,Tables,West,Second Class,2023-04-29,2023-05-01,6,1267.79,0.0,599.59,2,2023,4,2,0.4729411022330197,1
ORD-32500,CUST-0028,PROD-0035,Office Supplies,Art,West,Second Class,2023-09-03,2023-09-08,2,188.33,0.3,47.59,5,2023,9,3,0.2526947379599639,0
ORD-87449,CUST-0438,PROD-0171,Office Supplies,Binders,East,Second Class,2023-03-04,2023-03-08,4,864.47,0.0,311.04,4,2023,3,1,0.3598042731384548,0
ORD-28015,CUST-0297,PROD-0057,Technology,Copiers,West,Same Day,2023-06-21,2023-06-22,4,860.13,0.1,253.14,1,2023,6,2,0.29430434934254124,0
ORD-67590,CUST-0192,PROD-0195,Office Supplies,Paper,East,Second Class,2023-09-04,2023-09-10,8,1092.66,0.3,301.94,6,2023,9,3,0.27633481595372755,0
ORD-49407,CUST-0105,PROD-0019,Technology,Machines,South,Second Class,2023-11-25,2023-11-28,4,537.62,0.3,12.1,3,2023,11,4,0.02250660317696514,0
ORD-20025,CUST-0036,PROD-0177,Furniture,Furnishings,East,Standard Class,2023-10-28,2023-10-30,8,253.72,0.3,55.44,2,2023,10,4,0.21850859214882548,0
ORD-14540,CUST-0376,PROD-0049,Furniture,Bookcases,West,Second Class,2023-08-02,2023-08-04,10,399.74,0.0,170.69,2,2023,8,3,0.42700255165857803,0
ORD-63338,CUST-0275,PROD-0097,Furniture,Chairs,East,Second Class,2023-01-09,2023-01-13,10,1143.35,0.0,420.52,4,2023,1,1,0.3677963878077579,1
ORD-85918,CUST-0330,PROD-0070,Furniture,Chairs,North,Standard Class,2023-01-09,2023-01-12,3,1290.0,0.5,-100.49,3,2023,1,1,-0.07789922480620155,1
ORD-44136,CUST-0319,PROD-0050,Furniture,Bookcases,South,Standard Class,2023-01-01,2023-01-02,9,1203.55,0.3,164.03,1,2023,1,1,0.13628847991358897,1
ORD-93935,CUST-0315,PROD-0107,Office Supplies,Paper,South,First Class,2023-11-18,2023-11-23,4,567.17,0.1,247.83,5,2023,11,4,0.4369589364740731,0
ORD-50197,CUST-0408,PROD-0129,Office Supplies,Paper,North,Standard Class,2023-06-16,2023-06-22,8,75.62,0.0,38.58,6,2023,6,2,0.5101824914043903,0
ORD-58422,CUST-0203,PROD-0014,Office Supplies,Paper,West,Second Class,2023-12-18,2023-12-20,7,297.32,0.1,67.62,2,2023,12,4,0.227431723395668,0
ORD-47202,CUST-0214,PROD-0042,Technology,Accessories,North,First Class,2023-06-24,2023-06-30,5,1193.71,0.3,104.14,6,2023,6,2,0.08724061958097025,1
ORD-32232,CUST-0074,PROD-0170,Technology,Machines,North,Same Day,2023-02-12,2023-02-19,8,384.26,0.1,165.72,7,2023,2,1,0.4312704939363972,0
ORD-60452,CUST-0197,PROD-0016,Office Supplies,Art,East,Same Day,2023-12-17,2023-12-18,1,637.34,0.0,205.29,1,2023,12,4,0.3221043712931873,0
ORD-78876,CUST-0437,PROD-0020,Technology,Copiers,East,Standard Class,2023-07-20,2023-07-22,6,217.52,0.1,67.49,2,2023,7,3,0.31027031997057736,0
ORD-21194,CUST-0379,PROD-0046,Technology,Accessories,South,Second Class,2023-11-21,2023-11-22,8,520.17,0.0,252.34,1,2023,11,4,0.485110636907165,0
ORD-15453,CUST-0464,PROD-0156,Furniture,Furnishings,East,Standard Class,2023-09-28,2023-10-04,6,419.32,0.0,224.13,6,2023,9,3,0.5345082514547362,0
ORD-35828,CUST-0223,PROD-0101,Furniture,Chairs,South,Second Class,2023-11-02,2023-11-09,2,506.53,0.2,96.75,7,2023,11,4,0.19100546858034076,0
ORD-51876,CUST-0283,PROD-0030,Furniture,Chairs,East,Same Day,2023-10-08,2023-10-10,10,108.13,0.1,48.3,2,2023,10,4,0.44668454637935817,0
ORD-49848,CUST-0304,PROD-0046,Technology,Phones,North,Standard Class,2023-11-30,2023-12-03,3,864.23,0.3,189.18,3,2023,11,4,0.21890006132626733,0
ORD-24798,CUST-0149,PROD-0029,Furniture,Chairs,North,First Class,2023-09-20,2023-09-23,7,1353.9,0.3,329.18,3,2023,9,3,0.24313464805377058,1
ORD-25859,CUST-0146,PROD-0044,Furniture,Bookcases,South,Standard Class,2023-03-03,2023-03-10,3,1234.77,0.0,700.83,7,2023,3,1,0.5675793872543066,1
ORD-49579,CUST-0456,PROD-0011,Technology,Phones,East,Second Class,2023-08-12,2023-08-17,9,779.96,0.3,142.5,5,2023,8,3,0.18270167700907738,0
ORD-57708,CUST-0320,PROD-0077,Office Supplies,Paper,South,Same Day,2023-04-06,2023-04-13,10,204.44,0.5,-3.2,7,2023,4,2,-0.01565251418509098,0
ORD-97559,CUST-0168,PROD-0156,Technology,Copiers,East,Second Class,2023-12-22,2023-12-28,10,203.16,0.1,89.92,6,2023,12,4,0.4426068123646387,0
ORD-29599,CUST-0369,PROD-0030,Office Supplies,Paper,North,Standard Class,2023-04-08,2023-04-09,9,485.68,0.0,259.68,1,2023,4,2,0.5346730357436995,0
ORD-57094,CUST-0207,PROD-0137,Technology,Accessories,East,First Class,2023-10-06,2023-10-09,1,1096.35,0.0,367.91,3,2023,10,4,0.33557714233593294,0
ORD-43003,CUST-0203,PROD-0045,Furniture,Furnishings,North,First Class,2023-03-22,2023-03-23,3,483.44,0.1,218.67,1,2023,3,1,0.4523208671189806,0
ORD-80372,CUST-0218,PROD-0113,Technology,Copiers,West,Same Day,2023-01-16,2023-01-19,3,936.24,0.5,38.04,3,2023,1,1,0.04063060753652909,0
ORD-93162,CUST-0479,PROD-0170,Office Supplies,Storage,West,Same Day,2023-08-29,2023-09-01,1,1457.58,0.5,-237.52,3,2023,8,3,-0.16295503505811004,1
ORD-75432,CUST-0250,PROD-0035,Technology,Phones,West,Second Class,2023-04-02,2023-04-09,5,1267.4,0.0,752.66,7,2023,4,2,0.5938614486350007,1
ORD-38660,CUST-0358,PROD-0010,Furniture,Chairs,North,Same Day,2023-03-16,2023-03-19,8,1210.4,0.0,601.09,3,2023,3,1,0.4966044282881692,1
ORD-33966,CUST-0222,PROD-0089,Furniture,Chairs,West,First Class,2023-10-31,2023-11-02,8,1497.17,0.2,260.9,2,2023,10,4,0.17426210784346466,1
ORD-40662,CUST-0298,PROD-0142,Furniture,Tables,South,Standard Class,2023-10-10,2023-10-12,9,873.31,0.2,179.53,2,2023,10,4,0.20557419473039357,0
ORD-97899,CUST-0321,PROD-0043,Furniture,Furnishings,North,Same Day,2023-01-21,2023-01-24,3,983.06,0.0,485.94,3,2023,1,1,0.4943136736313145,0
ORD-69848,CUST-0396,PROD-0167,Technology,Phones,East,First Class,2023-02-06,2023-02-13,2,1093.69,0.5,-80.47,7,2023,2,1,-0.07357660763104719,0
ORD-34521,CUST-0346,PROD-0021,Office Supplies,Binders,East,First Class,2023-06-09,2023-06-15,8,1085.47,0.1,540.51,6,2023,6,2,0.4979501966889918,0
ORD-71509,CUST-0438,PROD-0168,Technology,Copiers,West,Second Class,2023-01-04,2023-01-10,9,836.34,0.1,276.07,6,2023,1,1,0.33009302436807997,0
ORD-96326,CUST-0296,PROD-0157,Office Supplies,Storage,South,Second Class,2023-08-22,2023-08-26,9,635.9,0.2,230.47,4,2023,8,3,0.3624311998741941,0
ORD-19265,CUST-0122,PROD-0140,Technology,Machines,East,Standard Class,2023-11-09,2023-11-16,5,837.62,0.5,-6.45,7,2023,11,4,-0.007700389197965665,0
ORD-32454,CUST-0084,PROD-0095,Office Supplies,Art,East,Standard Class,2023-04-11,2023-04-18,4,1067.81,0.5,1.9,7,2023,4,2,0.0017793427669716524,0
ORD-18823,CUST-0180,PROD-0076,Technology,Copiers,South,Second Class,2023-02-26,2023-03-04,2,58.35,0.2,14.62,6,2023,2,1,0.2505569837189374,0
ORD-54908,CUST-0055,PROD-0173,Technology,Copiers,South,Same Day,2023-07-02,2023-07-08,10,34.53,0.1,9.66,6,2023,7,3,0.2797567332754127,0
ORD-43005,CUST-0034,PROD-0126,Technology,Copiers,South,First Class,2023-05-02,2023-05-05,3,641.32,0.5,-29.54,3,2023,5,2,-0.04606124867460862,0
ORD-75841,CUST-0403,PROD-0120,Technology,Accessories,South,First Class,2023-11-21,2023-11-28,9,185.81,0.3,51.27,7,2023,11,4,0.2759270222270061,0
ORD-18274,CUST-0455,PROD-0135,Office Supplies,Binders,East,Second Class,2023-12-12,2023-12-16,6,1318.44,0.0,763.14,4,2023,12,4,0.5788204241376171,1
ORD-31132,CUST-0226,PROD-0192,Furniture,Furnishings,South,Same Day,2023-04-22,2023-04-23,2,472.6,0.0,249.73,1,2023,4,2,0.5284172661870503,0
ORD-23782,CUST-0460,PROD-0005,Office Supplies,Storage,South,First Class,2023-01-28,2023-02-04,7,1103.36,0.1,293.01,7,2023,1,1,0.265561557424594,0
ORD-86213,CUST-0455,PROD-0067,Office Supplies,Paper,North,First Class,2023-09-30,2023-10-01,9,1205.73,0.0,468.43,1,2023,9,3,0.3885032304081345,1
ORD-49038,CUST-0281,PROD-0096,Office Supplies,Paper,North,Standard Class,2023-03-08,2023-03-09,9,246.54,0.0,95.68,1,2023,3,1,0.38809118195830294,0
ORD-13111,CUST-0279,PROD-0023,Furniture,Chairs,South,Second Class,2023-08-05,2023-08-06,7,958.92,0.2,230.25,1,2023,8,3,0.240113878112877,0
ORD-94086,CUST-0406,PROD-0162,Technology,Accessories,North,Second Class,2023-10-18,2023-10-23,10,727.81,0.0,390.92,5,2023,10,4,0.5371182039268491,0
ORD-26824,CUST-0493,PROD-0006,Furniture,Tables,East,Same Day,2023-05-11,2023-05-13,4,474.04,0.0,269.57,2,2023,5,2,0.5686650915534553,0
ORD-63917,CUST-0185,PROD-0017,Technology,Phones,East,Same Day,2023-01-01,2023-01-02,1,950.93,0.0,513.71,1,2023,1,1,0.5402185229196682,0
ORD-40724,CUST-0173,PROD-0094,Furniture,Furnishings,East,First Class,2023-01-25,2023-01-31,8,1144.56,0.0,451.66,6,2023,1,1,0.3946145243587056,1
ORD-26764,CUST-0348,PROD-0060,Office Supplies,Art,West,Same Day,2023-03-08,2023-03-14,2,743.9,0.0,287.72,6,2023,3,1,0.38677241564726444,0
ORD-88631,CUST-0457,PROD-0195,Office Supplies,Storage,West,Same Day,2023-08-05,2023-08-09,8,1378.38,0.0,736.99,4,2023,8,3,0.5346783905744424,1
ORD-72964,CUST-0238,PROD-0169,Technology,Accessories,South,Standard Class,2023-09-30,2023-10-05,4,929.79,0.5,-84.39,5,2023,9,3,-0.09076243022618011,0
ORD-31068,CUST-0022,PROD-0072,Office Supplies,Storage,South,Standard Class,2023-05-21,2023-05-24,2,888.65,0.1,353.26,3,2023,5,2,0.3975243346649412,0
ORD-75705,CUST-0210,PROD-0131,Technology,Copiers,South,Second Class,2023-02-28,2023-03-05,9,1350.27,0.0,608.18,5,2023,2,1,0.45041362097950777,1
ORD-85856,CUST-0337,PROD-0104,Furniture,Chairs,South,Standard Class,2023-06-28,2023-07-02,6,774.8,0.3,187.65,4,2023,6,2,0.24219153329891588,0
ORD-84544,CUST-0055,PROD-0197,Office Supplies,Art,South,Same Day,2023-03-13,2023-03-14,6,1352.78,0.1,432.5,1,2023,3,1,0.31971200047309983,1
ORD-40872,CUST-0299,PROD-0047,Furniture,Chairs,East,Second Class,2023-01-16,2023-01-20,4,784.51,0.2,102.83,4,2023,1,1,0.13107544836904564,0
ORD-11105,CUST-0072,PROD-0014,Office Supplies,Storage,North,Second Class,2023-04-11,2023-04-15,9,991.96,0.0,578.76,4,2023,4,2,0.5834509456026452,0
ORD-55398,CUST-0184,PROD-0175,Office Supplies,Art,East,First Class,2023-12-11,2023-12-14,5,437.97,0.0,203.63,3,2023,12,4,0.46494052104025385,0
ORD-77652,CUST-0363,PROD-0152,Office Supplies,Storage,West,Same Day,2023-12-24,2023-12-29,9,816.31,0.3,17.85,5,2023,12,4,0.021866692800529212,0
ORD-31593,CUST-0330,PROD-0184,Office Supplies,Binders,North,Standard Class,2023-01-20,2023-01-24,3,1025.12,0.0,330.43,4,2023,1,1,0.3223329951615421,0
ORD-12839,CUST-0394,PROD-0194,Office Supplies,Art,West,Standard Class,2023-03-05,2023-03-12,3,456.67,0.0,179.73,7,2023,3,1,0.3935664703177349,0
ORD-58111,CUST-0343,PROD-0126,Office Supplies,Paper,East,Standard Class,2023-01-12,2023-01-18,5,836.89,0.2,213.37,6,2023,1,1,0.25495584843886293,0
ORD-78395,CUST-0215,PROD-0066,Furniture,Tables,West,First Class,2023-05-30,2023-06-02,8,107.76,0.1,35.68,3,2023,5,2,0.3311061618411284,0
ORD-64319,CUST-0241,PROD-0022,Technology,Phones,North,Same Day,2023-08-27,2023-09-03,1,361.78,0.0,181.65,7,2023,8,3,0.5021007241970259,0
ORD-16161,CUST-0355,PROD-0074,Office Supplies,Art,South,Standard Class,2023-08-26,2023-08-28,3,475.78,0.2,96.19,2,2023,8,3,0.20217327336163773,0
ORD-79482,CUST-0290,PROD-0158,Furniture,Bookcases,North,First Class,2023-11-24,2023-12-01,1,405.96,0.0,181.05,7,2023,11,4,0.4459798994974875,0
ORD-23251,CUST-0412,PROD-0119,Furniture,Tables,East,Same Day,2023-10-21,2023-10-23,5,711.33,0.1,173.19,2,2023,10,4,0.24347349331533885,0
ORD-25887,CUST-0054,PROD-0175,Technology,Phones,North,Same Day,2023-05-28,2023-05-30,3,386.24,0.1,86.25,2,2023,5,2,0.22330675227837612,0
ORD-59670,CUST-0418,PROD-0096,Technology,Phones,South,Same Day,2023-07-08,2023-07-13,2,1348.35,0.2,516.34,5,2023,7,3,0.3829421144361628,1
ORD-42208,CUST-0139,PROD-0062,Furniture,Bookcases,South,First Class,2023-07-01,2023-07-05,8,458.11,0.5,0.38,4,2023,7,3,0.0008294950994302678,0
ORD-59799,CUST-0071,PROD-0081,Technology,Accessories,South,Standard Class,2023-02-07,2023-02-14,6,401.6,0.5,32.15,7,2023,2,1,0.08005478087649402,0
ORD-87577,CUST-0429,PROD-0007,Office Supplies,Binders,North,Same Day,2023-01-06,2023-01-10,2,386.81,0.2,79.34,4,2023,1,1,0.20511362167472402,0
ORD-36725,CUST-0028,PROD-0009,Furniture,Tables,South,Standard Class,2023-12-12,2023-12-15,5,262.65,0.2,43.27,3,2023,12,4,0.16474395583476112,0
ORD-67375,CUST-0335,PROD-0063,Office Supplies,Art,South,Second Class,2023-12-09,2023-12-11,6,1166.93,0.0,656.86,2,2023,12,4,0.5628958035186343,1
ORD-63655,CUST-0056,PROD-0176,Furniture,Bookcases,East,First Class,2023-07-31,2023-08-07,2,810.23,0.1,328.65,7,2023,7,3,0.405625563111709,0
ORD-67486,CUST-0391,PROD-0199,Furniture,Tables,West,First Class,2023-11-25,2023-11-30,6,108.84,0.0,56.5,5,2023,11,4,0.5191106210951856,0
ORD-90221,CUST-0298,PROD-0169,Furniture,Chairs,South,First Class,2023-03-10,2023-03-12,6,841.64,0.3,194.42,2,2023,3,1,0.23100137826148945,0
ORD-55588,CUST-0262,PROD-0015,Office Supplies,Binders,East,First Class,2023-09-18,2023-09-23,1,517.37,0.2,157.88,5,2023,9,3,0.30515878384908285,0
ORD-75152,CUST-0367,PROD-0171,Office Supplies,Paper,West,First Class,2023-07-04,2023-07-07,5,1369.86,0.1,610.61,3,2023,7,3,0.4457462806418174,1
ORD-72044,CUST-0253,PROD-0126,Furniture,Bookcases,East,Second Class,2023-10-17,2023-10-21,5,1195.6,0.0,705.19,4,2023,10,4,0.5898210103713617,1
ORD-65985,CUST-0145,PROD-0014,Technology,Copiers,North,Same Day,2023-10-18,2023-10-23,9,1387.41,0.2,431.07,5,2023,10,4,0.3107012346746816,1
ORD-66936,CUST-0065,PROD-0190,Office Supplies,Storage,East,Second Class,2023-04-17,2023-04-21,8,898.67,0.3,174.8,4,2023,4,2,0.1945096642816607,0
ORD-95404,CUST-0444,PROD-0075,Office Supplies,Storage,North,Standard Class,2023-03-13,2023-03-14,1,1331.21,0.1,655.88,1,2023,3,1,0.4926946161762607,1
ORD-30599,CUST-0441,PROD-0093,Furniture,Bookcases,South,Same Day,2023-01-23,2023-01-24,7,109.46,0.3,4.78,1,2023,1,1,0.04366892015348073,0
ORD-39170,CUST-0073,PROD-0162,Office Supplies,Art,West,Standard Class,2023-08-14,2023-08-19,3,607.77,0.0,298.92,5,2023,8,3,0.49183079125327017,0
ORD-23651,CUST-0362,PROD-0123,Furniture,Tables,North,Same Day,2023-01-30,2023-02-01,3,570.16,0.5,-84.14,2,2023,1,1,-0.14757261119685702,0
ORD-99181,CUST-0355,PROD-0199,Office Supplies,Art,South,Second Class,2023-05-17,2023-05-19,8,844.08,0.1,382.72,2,2023,5,2,0.4534167377499763,0
ORD-41823,CUST-0219,PROD-0024,Furniture,Bookcases,West,Second Class,2023-06-22,2023-06-29,5,914.66,0.5,-154.35,7,2023,6,2,-0.16875122996523298,0
ORD-91681,CUST-0182,PROD-0117,Office Supplies,Paper,South,Same Day,2023-04-09,2023-04-15,2,749.66,0.1,221.66,6,2023,4,2,0.2956807085878932,0
ORD-96343,CUST-0411,PROD-0037,Furniture,Chairs,South,First Class,2023-03-16,2023-03-22,5,1355.31,0.0,726.47,6,2023,3,1,0.5360175900716442,1
ORD-37350,CUST-0202,PROD-0171,Technology,Copiers,West,Standard Class,2023-08-25,2023-08-29,5,1071.53,0.5,18.18,4,2023,8,3,0.01696639384804905,0
ORD-15299,CUST-0143,PROD-0187,Furniture,Bookcases,East,Standard Class,2023-02-11,2023-02-13,9,579.1,0.3,159.93,2,2023,2,1,0.27616991883957864,0
ORD-26091,CUST-0494,PROD-0005,Furniture,Chairs,South,First Class,2023-09-30,2023-10-06,10,259.66,0.2,43.5,6,2023,9,3,0.16752676577062312,0
