Order_ID,Customer_ID,Product_ID,Category,Sub_Category,Region,Shipping_Mode,Order_Date,Ship_Date,Quantity,Sales,Discount,Profit
ORD-31577,CUST-0028,PROD-0053,Office Supplies,Art,South,Same Day,2023-06-25,2023-06-27,7,531.66,0.3,43.14
ORD-79768,CUST-0025,PROD-0119,Office Supplies,Art,South,Second Class,2023-05-16,2023-05-21,3,478.45,0.0,190.65
ORD-40482,CUST-0258,PROD-0084,Furniture,Bookcases,East,Standard Class,2023-01-17,2023-01-23,7,396.61,0.5,-4.06
ORD-95486,CUST-0240,PROD-0087,Office Supplies,Binders,South,Standard Class,2023-02-27,2023-03-01,4,248.16,0.5,-48.49
ORD-47416,CUST-0395,PROD-0138,Office Supplies,Storage,North,Same Day,2023-08-13,2023-08-20,7,1150.95,0.0,461.13
ORD-94549,CUST-0329,PROD-0174,Office Supplies,Binders,West,First Class,2023-01-16,2023-01-18,9,817.57,0.5,40.13
ORD-19538,CUST-0460,PROD-0122,Furniture,Chairs,North,Standard Class,2023-11-07,2023-11-14,7,1444.23,0.0,756.08
ORD-93275,CUST-0100,PROD-0009,Furniture,Tables,East,First Class,2023-05-17,2023-05-22,4,509.92,0.0,171.17
ORD-11548,CUST-0019,PROD-0180,Office Supplies,Paper,North,Same Day,2023-08-14,2023-08-18,9,444.18,0.0,154.23
ORD-55264,CUST-0089,PROD-0072,Furniture,Bookcases,East,Second Class,2023-05-15,2023-05-19,1,1242.26,0.0,439.97
ORD-57399,CUST-0353,PROD-0017,Furniture,Tables,West,Standard Class,2023-01-08,2023-01-14,6,376.57,0.3,99.04
ORD-80337,CUST-0234,PROD-0129,Office Supplies,Art,West,Same Day,2023-10-28,2023-11-02,9,1169.09,0.5,-93.12
ORD-50117,CUST-0162,PROD-0124,Office Supplies,Binders,West,Standard Class,2023-05-21,2023-05-28,8,1027.92,0.1,397.75
ORD-14774,CUST-0415,PROD-0023,Office Supplies,Storage,East,First Class,2023-05-18,2023-05-20,4,1250.83,0.5,40.13
ORD-68920,CUST-0084,PROD-0134,Technology,Accessories,North,First Class,2023-02-27,2023-03-05,9,759.95,0.2,94.25
ORD-30593,CUST-0484,PROD-0146,Technology,Accessories,North,First Class,2023-03-27,2023-03-29,2,86.28,0.0,51.38
ORD-40149,CUST-0090,PROD-0001,Technology,Phones,West,Same Day,2023-08-11,2023-08-15,2,87.06,0.0,38.97
ORD-92756,CUST-0306,PROD-0172,Office Supplies,Storage,West,Standard Class,2023-01-06,2023-01-11,2,1230.39,0.0,600.67
ORD-22181,CUST-0148,PROD-0016,Office Supplies,Binders,East,Second Class,2023-11-29,2023-12-01,2,892.66,0.0,325.06
ORD-46223,CUST-0216,PROD-0193,Office Supplies,Binders,South,Second Class,2023-06-08,2023-06-12,10,488.26,0.5,-66.91
ORD-14570,CUST-0002,PROD-0051,Office Supplies,Paper,West,Same Day,2023-04-04,2023-04-05,6,1229.71,0.1,266.8
ORD-87113,CUST-0195,PROD-0113,Technology,Machines,North,Standard Class,2023-08-12,2023-08-16,7,644.68,0.0,372.53
ORD-94843,CUST-0202,PROD-0095,Furniture,Chairs,North,First Class,2023-05-25,2023-05-26,8,821.65,0.0,394.68
ORD-87526,CUST-0138,PROD-0198,Office Supplies,Storage,North,Standard Class,2023-07-08,2023-07-15,9,1145.11,0.2,313.87
ORD-36516,CUST-0151,PROD-0142,Technology,Copiers,West,First Class,2023-07-18,2023-07-23,8,1181.67,0.3,271.52
ORD-66813,CUST-0286,PROD-0143,Office Supplies,Paper,West,Same Day,2023-11-11,2023-11-12,6,65.34,0.3,11.2
ORD-57581,CUST-0233,PROD-0020,Office Supplies,Storage,West,Standard Class,2023-12-21,2023-12-26,4,207.23,0.0,116.09
ORD-56990,CUST-0233,PROD-0162,Office Supplies,Binders,West,Standard Class,2023-06-04,2023-06-05,9,1285.08,0.3,243.44
ORD-28245,CUST-0482,PROD-0019,Furniture,Bookcases,East,Second Class,2023-03-02,2023-03-06,8,696.24,0.5,50.78
ORD-28083,CUST-0250,PROD-0076,Furniture,Tables,North,Standard Class,2023-10-05,2023-10-11,9,234.09,0.0,97.72
ORD-87623,CUST-0207,PROD-0036,Furniture,Bookcases,South,First Class,2023-03-14,2023-03-19,8,514.72,0.3,142.92
ORD-16998,CUST-0416,PROD-0182,Furniture,Bookcases,East,First Class,2023-02-23,2023-03-02,9,532.98,0.1,206.87
ORD-15946,CUST-0164,PROD-0112,Office Supplies,Binders,North,First Class,2023-03-06,2023-03-13,6,755.48,0.0,292.3
ORD-12367,CUST-0481,PROD-0188,Technology,Phones,West,First Class,2023-12-27,2023-12-30,7,427.16,0.0,197.43
ORD-37691,CUST-0424,PROD-0035,Furniture,Furnishings,South,First Class,2023-10-14,2023-10-19,6,1333.39,0.1,664.67
ORD-21660,CUST-0249,PROD-0134,Office Supplies,Binders,South,Second Class,2023-08-20,2023-08-22,2,221.65,0.2,83.84
ORD-81073,CUST-0474,PROD-0198,Furniture,Chairs,West,Standard Class,2023-01-31,2023-02-07,6,1415.6,0.5,-154.87
ORD-17733,CUST-0047,PROD-0030,Office Supplies,Art,North,First Class,2023-08-26,2023-09-02,2,1471.96,0.5,109.14
ORD-34370,CUST-0219,PROD-0021,Office Supplies,Paper,East,First Class,2023-08-14,2023-08-15,10,221.52,0.0,130.73
ORD-19290,CUST-0415,PROD-0111,Office Supplies,Art,North,Standard Class,2023-09-05,2023-09-08,2,1318.34,0.3,84.95
ORD-83632,CUST-0365,PROD-0084,Office Supplies,Art,South,First Class,2023-10-18,2023-10-23,8,631.54,0.3,80.88
ORD-64018,CUST-0177,PROD-0034,Office Supplies,Art,East,Same Day,2023-03-01,2023-03-05,2,1439.82,0.5,-78.33
ORD-28514,CUST-0243,PROD-0052,Furniture,Chairs,South,Standard Class,2023-01-19,2023-01-22,6,87.2,0.1,23.33
ORD-97030,CUST-0313,PROD-0104,Technology,Accessories,North,Same Day,2023-06-01,2023-06-03,6,668.02,0.3,47.31
ORD-41713,CUST-0173,PROD-0039,Furniture,Chairs,West,Second Class,2023-10-07,2023-10-11,1,1123.09,0.2,383.95
ORD-81821,CUST-0113,PROD-0184,Furniture,Bookcases,South,Second Class,2023-04-01,2023-04-04,4,586.29,0.5,-111.81
ORD-49048,CUST-0208,PROD-0036,Office Supplies,Paper,East,Second Class,2023-01-28,2023-02-01,8,1391.98,0.5,118.27
ORD-57199,CUST-0230,PROD-0159,Furniture,Bookcases,North,Second Class,2023-07-23,2023-07-25,4,855.57,0.5,-126.11
ORD-87865,CUST-0018,PROD-0139,Furniture,Bookcases,North,Standard Class,2023-09-10,2023-09-16,5,1101.32,0.5,-217.0
ORD-23332,CUST-0456,PROD-0060,Technology,Phones,North,Same Day,2023-09-17,2023-09-21,2,909.52,0.5,85.74
ORD-53061,CUST-0413,PROD-0076,Office Supplies,Storage,West,Standard Class,2023-12-18,2023-12-24,3,268.92,0.0,128.59
ORD-91393,CUST-0190,PROD-0060,Furniture,Bookcases,North,First Class,2023-01-01,2023-01-02,3,289.72,0.1,76.64
ORD-84172,CUST-0183,PROD-0016,Technology,Accessories,West,Standard Class,2023-02-10,2023-02-13,2,519.15,0.5,-93.01
ORD-55485,CUST-0495,PROD-0168,Office Supplies,Art,West,Second Class,2023-01-17,2023-01-21,5,84.86,0.2,31.4
ORD-68057,CUST-0361,PROD-0049,Technology,Copiers,North,Second Class,2023-12-29,2024-01-04,10,1017.63,0.5,93.2
ORD-40225,CUST-0342,PROD-0193,Technology,Phones,North,Same Day,2023-05-28,2023-06-03,10,340.02,0.1,91.17
ORD-11599,CUST-0105,PROD-0177,Office Supplies,Paper,North,Second Class,2023-06-28,2023-06-30,1,1319.86,0.2,509.89
ORD-90160,CUST-0358,PROD-0195,Furniture,Chairs,North,Second Class,2023-11-17,2023-11-22,2,1434.01,0.5,-1.5
ORD-90658,CUST-0316,PROD-0045,Office Supplies,Art,East,First Class,2023-07-11,2023-07-17,10,523.89,0.0,257.54
ORD-19261,CUST-0018,PROD-0016,Furniture,Furnishings,North,Standard Class,2023-07-23,2023-07-28,7,1415.5,0.3,399.68
ORD-81661,CUST-0199,PROD-0184,Furniture,Furnishings,East,Standard Class,2023-12-23,2023-12-25,8,761.41,0.5,-79.24
ORD-38548,CUST-0340,PROD-0050,Office Supplies,Art,East,Second Class,2023-04-26,2023-04-27,1,601.09,0.2,172.46
ORD-30601,CUST-0172,PROD-0084,Technology,Accessories,South,Second Class,2023-01-06,2023-01-07,8,334.52,0.2,102.39
ORD-27040,CUST-0461,PROD-0101,Technology,Machines,North,Same Day,2023-10-03,2023-10-06,3,881.53,0.5,38.76
ORD-85062,CUST-0360,PROD-0200,Technology,Accessories,South,Second Class,2023-06-19,2023-06-26,2,123.22,0.5,-16.79
ORD-84883,CUST-0021,PROD-0165,Furniture,Chairs,East,First Class,2023-01-03,2023-01-09,9,842.56,0.2,208.0
ORD-41847,CUST-0008,PROD-0039,Technology,Phones,West,Same Day,2023-08-16,2023-08-18,3,932.07,0.0,480.5
ORD-98911,CUST-0172,PROD-0117,Furniture,Furnishings,East,First Class,2023-02-14,2023-02-16,10,1110.68,0.2,340.42
ORD-61805,CUST-0024,PROD-0060,Technology,Copiers,South,Standard Class,2023-12-22,2023-12-24,8,567.67,0.3,138.53
ORD-43532,CUST-0237,PROD-0119,Technology,Accessories,North,Same Day,2023-02-28,2023-03-01,6,1265.94,0.0,488.52
ORD-82185,CUST-0004,PROD-0047,Technology,Copiers,South,Standard Class,2023-11-28,2023-12-05,10,1093.82,0.0,634.13
ORD-78738,CUST-0403,PROD-0032,Office Supplies,Storage,North,Second Class,2023-10-17,2023-10-18,7,177.5,0.0,79.71
ORD-37713,CUST-0275,PROD-0096,Furniture,Chairs,East,Same Day,2023-12-20,2023-12-24,3,1061.89,0.0,515.53
ORD-77733,CUST-0023,PROD-0182,Technology,Machines,South,Same Day,2023-10-01,2023-10-08,10,1289.96,0.0,562.1
ORD-59209,CUST-0312,PROD-0040,Office Supplies,Storage,South,Second Class,2023-06-19,2023-06-22,1,992.89,0.3,256.73
ORD-72491,CUST-0084,PROD-0001,Technology,Accessories,South,Second Class,2023-10-02,2023-10-04,4,220.2,0.0,128.21
ORD-21623,CUST-0143,PROD-0072,Furniture,Bookcases,South,First Class,2023-09-26,2023-10-02,2,117.74,0.1,38.48
ORD-35727,CUST-0359,PROD-0003,Office Supplies,Binders,North,First Class,2023-01-19,2023-01-25,4,1468.44,0.1,321.4
ORD-29564,CUST-0113,PROD-0034,Technology,Copiers,West,Second Class,2023-03-07,2023-03-13,2,380.67,0.5,15.92
ORD-27123,CUST-0258,PROD-0024,Furniture,Bookcases,North,Same Day,2023-05-10,2023-05-14,4,24.27,0.0,12.05
ORD-87970,CUST-0119,PROD-0113,Furniture,Furnishings,East,Same Day,2023-10-27,2023-10-28,10,815.16,0.0,301.31
ORD-99625,CUST-0012,PROD-0167,Technology,Phones,West,Standard Class,2023-08-29,2023-09-01,7,1300.48,0.0,444.53
ORD-30856,CUST-0299,PROD-0192,Office Supplies,Binders,North,Standard Class,2023-05-15,2023-05-17,9,1235.34,0.0,511.4
ORD-61364,CUST-0084,PROD-0039,Office Supplies,Paper,South,Standard Class,2023-08-03,2023-08-07,1,761.61,0.1,288.07
ORD-58309,CUST-0497,PROD-0107,Furniture,Furnishings,North,Same Day,2023-04-30,2023-05-06,7,1396.2,0.0,598.83
ORD-61605,CUST-0186,PROD-0093,Technology,Machines,East,Second Class,2023-06-03,2023-06-09,1,672.64,0.2,190.05
ORD-35735,CUST-0351,PROD-0079,Office Supplies,Binders,South,Same Day,2023-06-26,2023-06-27,5,977.89,0.2,342.08
ORD-34873,CUST-0067,PROD-0044,Furniture,Tables,West,Standard Class,2023-02-15,2023-02-18,3,398.48,0.2,79.84
ORD-55026,CUST-0482,PROD-0168,Office Supplies,Art,East,First Class,2023-02-21,2023-02-27,9,1278.22,0.5,-212.04
ORD-15149,CUST-0274,PROD-0189,Furniture,Chairs,West,First Class,2023-11-24,2023-11-26,5,1363.01,0.5,101.69
ORD-88746,CUST-0293,PROD-0175,Furniture,Bookcases,South,First Class,2023-10-14,2023-10-17,4,1333.3,0.5,-252.94
ORD-46927,CUST-0485,PROD-0118,Technology,Machines,North,Second Class,2023-09-30,2023-10-02,4,383.37,0.0,120.83
ORD-14552,CUST-0415,PROD-0177,Technology,Phones,North,Second Class,2023-12-09,2023-12-14,8,620.39,0.1,127.77
ORD-45006,CUST-0190,PROD-0120,Office Supplies,Storage,East,Same Day,2023-06-19,2023-06-26,8,614.04,0.5,-103.45
ORD-45160,CUST-0370,PROD-0198,Office Supplies,Art,South,Second Class,2023-05-03,2023-05-07,6,855.19,0.1,326.76
ORD-87941,CUST-0398,PROD-0129,Furniture,Chairs,West,First Class,2023-05-24,2023-05-26,2,282.08,0.1,109.73
ORD-80187,CUST-0358,PROD-0003,Office Supplies,Art,East,Standard Class,2023-06-24,2023-06-26,7,902.0,0.1,238.17
ORD-58655,CUST-0295,PROD-0098,Furniture,Bookcases,West,First Class,2023-02-27,2023-03-06,4,40.05,0.1,18.38
ORD-58226,CUST-0398,PROD-0184,Office Supplies,Paper,East,First Class,2023-07-17,2023-07-18,5,97.91,0.5,-18.22
ORD-95283,CUST-0279,PROD-0150,Technology,Accessories,South,Same Day,2023-03-01,2023-03-04,6,1331.47,0.0,511.93
ORD-17318,CUST-0232,PROD-0146,Furniture,Tables,West,First Class,2023-02-23,2023-03-01,1,64.38,0.5,-6.82
ORD-25988,CUST-0254,PROD-0136,Furniture,Tables,South,Standard Class,2023-02-10,2023-02-13,9,681.02,0.3,146.93
ORD-30502,CUST-0108,PROD-0093,Office Supplies,Art,South,Same Day,2023-09-16,2023-09-23,8,404.45,0.5,-38.48
ORD-98960,CUST-0256,PROD-0013,Technology,Copiers,South,First Class,2023-11-28,2023-12-05,1,1043.42,0.2,168.0
ORD-29344,CUST-0114,PROD-0114,Furniture,Furnishings,South,Same Day,2023-07-24,2023-07-30,6,621.97,0.0,285.85
ORD-24611,CUST-0143,PROD-0016,Office Supplies,Paper,East,First Class,2023-08-13,2023-08-18,2,56.39,0.1,22.69
ORD-78045,CUST-0338,PROD-0012,Technology,Phones,South,Same Day,2023-12-16,2023-12-18,3,117.25,0.0,59.1
ORD-96844,CUST-0434,PROD-0050,Technology,Copiers,North,Second Class,2023-04-27,2023-05-02,2,1158.47,0.0,429.89
ORD-79348,CUST-0413,PROD-0161,Office Supplies,Paper,West,First Class,2023-01-18,2023-01-20,2,313.21,0.3,61.46
ORD-30207,CUST-0266,PROD-0199,Furniture,Tables,North,First Class,2023-10-22,2023-10-28,8,1180.46,0.1,544.96
ORD-58959,CUST-0495,PROD-0158,Furniture,Tables,South,First Class,2023-03-28,2023-03-30,8,355.72,0.3,86.43
ORD-78447,CUST-0309,PROD-0156,Technology,Phones,East,Second Class,2023-08-31,2023-09-06,4,1177.15,0.0,660.66
ORD-65473,CUST-0219,PROD-0023,Office Supplies,Art,North,Same Day,2023-07-23,2023-07-24,1,835.82,0.2,322.9
ORD-34567,CUST-0200,PROD-0156,Furniture,Chairs,South,First Class,2023-07-15,2023-07-16,2,40.96,0.0,22.66
ORD-23077,CUST-0182,PROD-0166,Office Supplies,Binders,South,Standard Class,2023-09-10,2023-09-16,7,1386.1,0.1,470.94
ORD-43852,CUST-0400,PROD-0104,Furniture,Tables,East,Same Day,2023-05-15,2023-05-17,3,330.53,0.0,100.93
ORD-30023,CUST-0073,PROD-0042,Office Supplies,Paper,North,Second Class,2023-05-10,2023-05-12,6,849.12,0.5,-133.67
ORD-84196,CUST-0079,PROD-0184,Office Supplies,Binders,South,Second Class,2023-07-27,2023-07-28,7,290.9,0.3,0.62
ORD-54241,CUST-0109,PROD-0096,Office Supplies,Paper,West,First Class,2023-11-22,2023-11-29,8,1299.45,0.0,753.68
ORD-94902,CUST-0059,PROD-0137,Technology,Machines,West,Same Day,2023-05-22,2023-05-23,4,29.34,0.5,0.16
ORD-83254,CUST-0487,PROD-0079,Technology,Machines,South,Standard Class,2023-12-04,2023-12-05,4,1166.66,0.0,559.54
ORD-17514,CUST-0261,PROD-0074,Office Supplies,Storage,South,Same Day,2023-12-03,2023-12-06,7,113.62,0.5,1.93
ORD-72409,CUST-0024,PROD-0093,Furniture,Bookcases,North,First Class,2023-11-17,2023-11-23,2,565.07,0.2,60.35
ORD-45083,CUST-0037,PROD-0020,Office Supplies,Art,East,Same Day,2023-05-20,2023-05-21,10,1401.35,0.0,598.56
ORD-59279,CUST-0304,PROD-0055,Office Supplies,Art,West,Same Day,2023-07-03,2023-07-10,3,109.09,0.0,38.91
ORD-12380,CUST-0130,PROD-0044,Furniture,Tables,North,Standard Class,2023-11-15,2023-11-22,8,162.22,0.5,-15.98
ORD-29617,CUST-0158,PROD-0019,Technology,Accessories,West,Same Day,2023-08-25,2023-08-30,10,977.95,0.2,380.52
ORD-78579,CUST-0243,PROD-0056,Technology,Accessories,West,Same Day,2023-09-05,2023-09-07,2,1200.88,0.0,673.03
ORD-95463,CUST-0200,PROD-0173,Technology,Copiers,East,Same Day,2023-11-29,2023-12-04,7,541.58,0.5,-97.91
ORD-92701,CUST-0351,PROD-0147,Office Supplies,Art,South,Standard Class,2023-11-05,2023-11-06,7,506.65,0.0,299.3
ORD-77173,CUST-0345,PROD-0186,Office Supplies,Art,South,First Class,2023-03-05,2023-03-07,1,254.64,0.3,71.1
ORD-13082,CUST-0397,PROD-0090,Furniture,Furnishings,East,Second Class,2023-10-16,2023-10-22,8,1203.32,0.1,428.4
ORD-16545,CUST-0001,PROD-0036,Furniture,Furnishings,West,Second Class,2023-06-08,2023-06-13,7,754.69,0.1,247.75
ORD-87736,CUST-0231,PROD-0080,Technology,Copiers,South,Same Day,2023-06-27,2023-07-01,1,400.26,0.1,196.16
ORD-63307,CUST-0126,PROD-0091,Furniture,Tables,West,First Class,2023-01-20,2023-01-25,7,1463.08,0.3,251.67
ORD-34441,CUST-0493,PROD-0119,Furniture,Chairs,North,Second Class,2023-03-12,2023-03-17,7,349.66,0.0,204.6
ORD-58622,CUST-0304,PROD-0120,Office Supplies,Paper,South,Second Class,2023-06-29,2023-06-30,3,802.94,0.2,221.57
ORD-37049,CUST-0219,PROD-0077,Technology,Phones,East,Second Class,2023-09-26,2023-10-01,9,1263.93,0.1,400.01
ORD-55702,CUST-0473,PROD-0073,Furniture,Furnishings,South,Second Class,2023-06-19,2023-06-26,5,1314.5,0.1,363.33
ORD-50290,CUST-0364,PROD-0066,Technology,Machines,North,Same Day,2023-10-19,2023-10-24,10,381.99,0.3,86.81
ORD-43879,CUST-0142,PROD-0149,Furniture,Bookcases,South,Second Class,2023-07-29,2023-08-01,1,798.22,0.5,-120.56
ORD-83578,CUST-0088,PROD-0038,Technology,Phones,East,Same Day,2023-03-07,2023-03-12,8,1090.85,0.0,331.07
ORD-97688,CUST-0419,PROD-0137,Office Supplies,Art,North,First Class,2023-03-22,2023-03-23,1,1496.61,0.3,248.94
ORD-18022,CUST-0354,PROD-0045,Technology,Copiers,North,Same Day,2023-06-17,2023-06-20,9,534.67,0.1,166.23
ORD-64106,CUST-0190,PROD-0087,Furniture,Tables,South,Standard Class,2023-05-06,2023-05-07,1,466.62,0.3,79.39
ORD-49896,CUST-0196,PROD-0017,Technology,Accessories,North,Standard Class,2023-03-14,2023-03-20,6,177.82,0.0,95.81
ORD-70485,CUST-0171,PROD-0101,Furniture,Furnishings,South,Second Class,2023-10-26,2023-10-29,8,1446.49,0.3,26.07
ORD-20339,CUST-0473,PROD-0147,Office Supplies,Binders,North,Second Class,2023-12-28,2023-12-31,9,461.55,0.1,134.44
ORD-61976,CUST-0199,PROD-0057,Technology,Phones,South,Second Class,2023-01-25,2023-01-27,5,1337.57,0.0,469.96
ORD-30653,CUST-0478,PROD-0172,Office Supplies,Binders,North,First Class,2023-04-10,2023-04-13,8,453.28,0.1,171.35
ORD-95986,CUST-0056,PROD-0005,Furniture,Tables,West,Same Day,2023-09-16,2023-09-22,7,1176.52,0.3,59.58
ORD-14282,CUST-0283,PROD-0167,Furniture,Tables,East,Same Day,2023-10-26,2023-10-27,3,1331.46,0.5,97.33
ORD-96856,CUST-0498,PROD-0125,Furniture,Bookcases,North,Same Day,2023-05-15,2023-05-17,1,467.11,0.1,225.36
ORD-39934,CUST-0275,PROD-0094,Technology,Accessories,South,Second Class,2023-08-05,2023-08-09,6,288.14,0.1,80.98
ORD-30903,CUST-0102,PROD-0052,Technology,Accessories,South,Standard Class,2023-03-11,2023-03-12,3,508.68,0.3,1.3
ORD-38249,CUST-0105,PROD-0003,Technology,Phones,South,First Class,2023-05-10,2023-05-14,8,672.64,0.5,-72.43
ORD-97861,CUST-0462,PROD-0110,Furniture,Bookcases,North,Same Day,2023-08-07,2023-08-09,8,922.32,0.1,253.39
ORD-51312,CUST-0128,PROD-0192,Technology,Accessories,East,Second Class,2023-04-18,2023-04-19,2,1413.51,0.0,462.12
ORD-86247,CUST-0285,PROD-0198,Furniture,Furnishings,South,First Class,2023-01-15,2023-01-17,5,1080.77,0.0,633.33
ORD-80802,CUST-0152,PROD-0118,Technology,Phones,North,Same Day,2023-03-25,2023-03-27,3,453.16,0.1,218.63
ORD-64209,CUST-0470,PROD-0067,Office Supplies,Storage,North,Same Day,2023-11-25,2023-12-01,8,495.25,0.1,186.13
ORD-91565,CUST-0403,PROD-0154,Technology,Machines,North,Same Day,2023-07-04,2023-07-10,9,356.54,0.2,126.13
ORD-98819,CUST-0241,PROD-0162,Technology,Machines,North,First Class,2023-03-21,2023-03-24,10,79.35,0.3,5.19
ORD-54989,CUST-0198,PROD-0101,Office Supplies,Art,East,First Class,2023-05-07,2023-05-11,4,948.26,0.2,216.18
ORD-20001,CUST-0407,PROD-0048,Technology,Accessories,North,Standard Class,2023-01-25,2023-01-26,9,697.68,0.3,200.52
ORD-55436,CUST-0353,PROD-0142,Furniture,Chairs,North,Same Day,2023-01-26,2023-02-02,8,451.2,0.0,162.71
ORD-39561,CUST-0307,PROD-0039,Furniture,Chairs,East,Second Class,2023-04-02,2023-04-07,6,1108.12,0.0,500.65
ORD-32631,CUST-0090,PROD-0037,Furniture,Furnishings,East,First Class,2023-04-23,2023-04-28,8,289.05,0.0,142.15
ORD-47914,CUST-0077,PROD-0037,Technology,Copiers,South,Same Day,2023-12-14,2023-12-17,5,894.83,0.5,-13.2
ORD-35212,CUST-0466,PROD-0050,Office Supplies,Paper,South,First Class,2023-05-29,2023-06-01,5,675.37,0.0,343.48
ORD-77969,CUST-0256,PROD-0131,Office Supplies,Art,North,Second Class,2023-08-26,2023-08-27,3,35.28,0.1,11.14
ORD-59482,CUST-0393,PROD-0130,Office Supplies,Art,North,Second Class,2023-04-08,2023-04-15,8,755.32,0.3,67.53
ORD-33810,CUST-0204,PROD-0110,Office Supplies,Binders,South,Second Class,2023-08-01,2023-08-03,5,293.78,0.2,75.72
ORD-32347,CUST-0082,PROD-0092,Office Supplies,Binders,North,Same Day,2023-02-11,2023-02-15,6,823.25,0.0,294.02
ORD-27540,CUST-0015,PROD-0168,Furniture,Tables,South,Second Class,2023-03-01,2023-03-02,6,1387.61,0.2,464.14
ORD-29875,CUST-0303,PROD-0082,Furniture,Furnishings,South,Same Day,2023-05-06,2023-05-10,3,975.71,0.0,343.45
ORD-48883,CUST-0341,PROD-0196,Technology,Phones,West,Same Day,2023-02-08,2023-02-11,5,942.78,0.0,382.87
ORD-82250,CUST-0174,PROD-0025,Technology,Accessories,North,First Class,2023-12-02,2023-12-07,1,84.54,0.3,11.81
ORD-39419,CUST-0361,PROD-0041,Technology,Phones,South,First Class,2023-02-18,2023-02-25,3,1177.52,0.1,324.11
ORD-77025,CUST-0340,PROD-0029,Office Supplies,Art,South,Same Day,2023-10-06,2023-10-10,9,759.27,0.2,235.84
ORD-11105,CUST-0054,PROD-0196,Office Supplies,Paper,East,Second Class,2023-10-12,2023-10-17,1,596.41,0.1,164.0
ORD-98305,CUST-0001,PROD-0011,Furniture,Tables,West,Same Day,2023-11-23,2023-11-28,8,381.94,0.1,131.3
ORD-60818,CUST-0327,PROD-0103,Furniture,Furnishings,East,Standard Class,2023-11-02,2023-11-06,3,342.21,0.5,15.71
ORD-90021,CUST-0073,PROD-0184,Furniture,Tables,South,Standard Class,2023-04-09,2023-04-11,1,472.34,0.0,276.96
ORD-31377,CUST-0314,PROD-0065,Office Supplies,Binders,North,Second Class,2023-09-06,2023-09-11,10,1163.28,0.5,-185.84
ORD-21802,CUST-0242,PROD-0158,Furniture,Tables,West,Second Class,2023-10-22,2023-10-28,9,162.87,0.0,72.62
ORD-36104,CUST-0057,PROD-0189,Office Supplies,Paper,North,First Class,2023-08-10,2023-08-14,7,50.99,0.5,-6.3
ORD-10279,CUST-0032,PROD-0002,Furniture,Tables,South,Second Class,2023-04-10,2023-04-15,7,299.06,0.0,179.09
ORD-92812,CUST-0024,PROD-0084,Technology,Machines,South,First Class,2023-10-09,2023-10-15,1,1404.27,0.3,130.97
ORD-64778,CUST-0432,PROD-0158,Technology,Phones,North,Same Day,2023-07-23,2023-07-28,7,262.74,0.2,45.48
ORD-41990,CUST-0440,PROD-0059,Technology,Accessories,West,First Class,2023-04-20,2023-04-27,8,623.11,0.5,46.74
ORD-54069,CUST-0326,PROD-0030,Office Supplies,Storage,South,Same Day,2023-08-21,2023-08-22,4,662.4,0.1,139.41
ORD-24242,CUST-0001,PROD-0020,Technology,Accessories,South,First Class,2023-04-26,2023-05-02,10,245.48,0.5,-15.26
ORD-76597,CUST-0375,PROD-0058,Furniture,Tables,West,Standard Class,2023-09-28,2023-10-02,6,1068.21,0.5,-194.73
ORD-12593,CUST-0208,PROD-0124,Furniture,Furnishings,North,Standard Class,2023-08-05,2023-08-12,6,1241.77,0.0,742.72
ORD-80546,CUST-0268,PROD-0026,Office Supplies,Art,South,Standard Class,2023-11-15,2023-11-17,8,917.91,0.2,335.01
ORD-75951,CUST-0356,PROD-0029,Furniture,Furnishings,South,Second Class,2023-06-29,2023-07-05,8,283.73,0.5,26.96
ORD-29749,CUST-0360,PROD-0101,Furniture,Bookcases,West,Same Day,2023-03-29,2023-04-03,6,870.62,0.0,486.23
ORD-68748,CUST-0105,PROD-0079,Office Supplies,Binders,East,Second Class,2023-04-25,2023-04-30,5,1013.32,0.5,-92.15
ORD-68240,CUST-0378,PROD-0077,Technology,Phones,West,Second Class,2023-11-18,2023-11-22,3,1151.95,0.2,314.58
ORD-49913,CUST-0033,PROD-0196,Furniture,Furnishings,West,Standard Class,2023-10-15,2023-10-16,9,1177.13,0.2,362.44
ORD-99091,CUST-0255,PROD-0066,Office Supplies,Art,East,Same Day,2023-05-22,2023-05-23,9,306.44,0.3,18.2
ORD-49618,CUST-0058,PROD-0106,Furniture,Tables,East,Same Day,2023-09-23,2023-09-29,6,325.26,0.5,-24.22
ORD-79889,CUST-0055,PROD-0098,Furniture,Chairs,East,Second Class,2023-06-11,2023-06-12,10,266.66,0.5,-14.51
ORD-61707,CUST-0449,PROD-0003,Furniture,Tables,North,Standard Class,2023-03-25,2023-03-29,3,1442.55,0.0,693.85
ORD-47994,CUST-0284,PROD-0155,Technology,Phones,South,Second Class,2023-10-01,2023-10-08,5,550.68,0.0,203.17
ORD-10071,CUST-0285,PROD-0139,Office Supplies,Binders,North,Second Class,2023-09-05,2023-09-08,9,835.58,0.3,101.52
ORD-72092,CUST-0135,PROD-0191,Technology,Machines,West,First Class,2023-01-08,2023-01-10,8,1186.69,0.0,695.2
ORD-37899,CUST-0024,PROD-0174,Furniture,Furnishings,West,Standard Class,2023-10-31,2023-11-07,10,546.72,0.0,325.2
ORD-56849,CUST-0199,PROD-0075,Technology,Machines,South,Same Day,2023-10-05,2023-10-11,5,659.35,0.3,187.56
